ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction,Predicted_Satisfaction,Satisfaction_Probability%,Customer_Segment
52254,Female,25,Returning,Business,Business,509,0,1.0,3,3,2,5,3,3,5,5,5,5,2,3,5,1,Satisfied,Satisfied,99.98,Highly Satisfied
52255,Female,56,Returning,Business,Business,3320,32,29.0,2,2,1,5,2,4,3,5,3,2,4,2,4,4,Satisfied,Satisfied,99.97,Highly Satisfied
52256,Male,40,Returning,Business,Business,3801,61,82.0,4,4,4,4,4,2,4,2,4,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,3.84,Dissatisfied(at risk)
52257,Female,21,Returning,Business,Business,651,12,,2,2,3,2,2,1,2,1,2,2,4,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.96,Dissatisfied(at risk)
52258,Male,30,Returning,Business,Business,370,0,11.0,4,4,4,4,4,3,4,3,4,4,1,4,4,5,Satisfied,Satisfied,99.57,Highly Satisfied
52259,Male,22,First-time,Business,Economy,370,0,0.0,2,2,2,2,3,1,1,2,4,4,3,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
52260,Male,44,Returning,Business,Economy,261,0,0.0,5,5,4,5,5,2,5,1,5,5,5,5,5,1,Satisfied,Satisfied,100.0,Highly Satisfied
52261,Female,15,Returning,Business,Business,3488,0,0.0,1,3,3,5,3,4,5,5,5,5,3,3,5,4,Satisfied,Satisfied,99.96,Highly Satisfied
52262,Male,25,First-time,Business,Economy,451,0,0.0,5,2,2,2,2,4,2,2,2,2,1,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
52263,Male,33,Returning,Business,Business,493,0,5.0,1,1,4,2,1,5,2,5,2,2,2,1,2,4,Satisfied,Satisfied,99.27,Highly Satisfied
52264,Male,30,Returning,Business,Business,370,23,27.0,2,2,2,4,2,5,5,3,5,5,4,2,5,3,Satisfied,Satisfied,99.61,Highly Satisfied
52265,Female,38,Returning,Business,Business,3121,0,0.0,2,2,3,4,2,3,4,3,2,3,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,2.93,Dissatisfied(at risk)
52266,Male,78,Returning,Business,Business,370,59,60.0,2,5,3,3,2,3,2,3,4,4,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.36,Dissatisfied(at risk)
52267,Female,9,Returning,Business,Economy,651,0,0.0,2,2,2,2,2,1,2,4,2,2,3,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.51,Dissatisfied(at risk)
52268,Female,51,Returning,Business,Economy,451,8,1.0,2,2,1,3,2,3,2,3,3,4,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,10.26,Dissatisfied(at risk)
52269,Female,72,First-time,Business,Economy,370,0,0.0,0,0,1,0,5,3,5,3,5,5,3,0,5,2,Satisfied,Satisfied,99.99,Highly Satisfied
52270,Male,36,Returning,Business,Economy,509,0,2.0,5,5,3,4,5,4,4,3,4,4,3,4,4,4,Neutral or Dissatisfied,Satisfied,56.39,Neutral
52271,Female,16,Returning,Business,Business,370,54,72.0,4,4,3,1,4,1,1,5,1,1,4,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
52272,Male,25,Returning,Business,Economy,493,0,1.0,4,4,2,5,4,1,4,5,5,5,5,5,5,1,Satisfied,Satisfied,100.0,Highly Satisfied
52273,Male,49,First-time,Business,Economy,261,0,0.0,3,4,2,4,5,3,1,5,1,1,5,4,1,1,Satisfied,Satisfied,76.35,Neutral
52274,Female,43,Returning,Business,Economy,370,10,15.0,2,2,2,3,2,3,3,2,4,1,3,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,5.23,Dissatisfied(at risk)
52275,Female,40,Returning,Business,Economy,455,0,0.0,1,1,1,1,1,1,1,3,1,1,2,1,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.5,Dissatisfied(at risk)
52276,Female,34,First-time,Business,Economy,455,0,8.0,3,2,3,2,3,4,5,1,5,5,4,2,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
52277,Female,39,First-time,Business,Business,451,0,0.0,1,1,2,1,1,4,5,3,5,5,2,1,5,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.47,Dissatisfied(at risk)
52278,Male,40,First-time,Business,Economy,370,47,44.0,1,1,3,1,4,3,2,3,2,2,3,1,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
52279,Female,52,Returning,Business,Business,3367,0,0.0,1,1,4,4,1,4,1,4,4,1,4,1,4,4,Satisfied,Satisfied,99.94,Highly Satisfied
52280,Male,55,Returning,Business,Economy,425,0,0.0,5,5,2,4,5,5,4,1,4,4,4,4,4,4,Satisfied,Satisfied,84.22,Highly Satisfied
52281,Male,71,First-time,Business,Economy,425,0,0.0,0,4,2,4,5,2,2,3,2,2,3,4,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,12.42,Dissatisfied(at risk)
52282,Female,26,First-time,Business,Economy,451,5,3.0,5,2,2,2,3,3,4,5,2,2,2,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.1,Dissatisfied(at risk)
52283,Female,38,First-time,Business,Economy,425,0,0.0,5,4,4,4,1,4,4,4,4,4,3,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,12.76,Dissatisfied(at risk)
52284,Female,38,First-time,Business,Economy,261,20,17.0,0,4,3,4,4,4,3,4,4,4,3,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,6.52,Dissatisfied(at risk)
52285,Female,22,Returning,Business,Economy,370,0,16.0,3,3,1,3,3,4,2,2,3,3,4,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,4.82,Dissatisfied(at risk)
52286,Male,54,Returning,Business,Economy,370,4,0.0,4,4,4,3,4,2,3,4,3,3,2,3,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,15.16,Dissatisfied(at risk)
52287,Male,55,Returning,Business,Economy,451,16,7.0,5,5,1,2,5,3,2,4,2,2,4,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,5.07,Dissatisfied(at risk)
52288,Female,39,Returning,Business,Business,451,0,3.0,3,3,2,3,3,4,3,4,3,3,4,3,4,4,Satisfied,Satisfied,84.83,Highly Satisfied
52289,Female,40,First-time,Business,Business,370,0,0.0,4,4,4,4,3,4,4,5,4,4,4,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,41.9,Dissatisfied(at risk)
52290,Male,60,Returning,Business,Business,3664,0,3.0,3,3,4,3,3,1,3,1,3,1,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
52291,Male,56,Returning,Business,Economy,370,0,0.0,2,3,4,2,2,3,2,4,2,2,3,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,12.34,Dissatisfied(at risk)
52292,Female,40,Returning,Business,Business,451,326,366.0,2,2,5,5,2,2,5,2,5,5,3,2,4,3,Satisfied,Satisfied,99.99,Highly Satisfied
52293,Female,36,Returning,Business,Business,3760,0,,4,4,5,4,4,3,2,4,4,3,3,4,3,3,Satisfied,Satisfied,99.73,Highly Satisfied
52294,Male,27,First-time,Business,Economy,651,0,1.0,2,4,3,4,4,2,5,4,5,5,3,4,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,3.56,Dissatisfied(at risk)
52295,Male,52,Returning,Business,Business,2342,0,5.0,5,5,5,4,5,4,1,4,5,4,4,5,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
52296,Male,44,First-time,Business,Economy,237,0,6.0,1,3,1,3,2,3,4,3,4,4,2,3,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.32,Dissatisfied(at risk)
52297,Male,72,Returning,Business,Economy,237,0,0.0,2,3,1,4,3,3,4,3,4,4,4,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,25.65,Dissatisfied(at risk)
52298,Female,36,First-time,Business,Economy,261,0,0.0,1,4,4,4,3,3,1,1,1,1,3,3,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.34,Dissatisfied(at risk)
52299,Female,54,Returning,Business,Business,2101,0,0.0,3,3,4,3,3,2,3,2,4,3,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,1.24,Dissatisfied(at risk)
52300,Male,62,Returning,Business,Business,261,0,0.0,5,5,2,3,5,1,3,1,2,5,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52301,Female,30,Returning,Business,Business,451,0,0.0,5,5,4,4,5,3,4,2,4,4,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,7.56,Dissatisfied(at risk)
52302,Female,18,First-time,Business,Economy,261,0,0.0,4,1,2,1,4,4,2,3,2,2,4,1,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52303,Male,50,Returning,Business,Economy,451,0,0.0,2,2,3,1,2,2,1,5,1,1,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.8,Dissatisfied(at risk)
52304,Male,41,Returning,Business,Economy,751,0,0.0,2,2,1,1,2,2,1,5,1,1,3,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.34,Dissatisfied(at risk)
52305,Male,42,First-time,Business,Economy,261,0,0.0,3,3,3,3,1,1,2,2,2,2,5,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,1.96,Dissatisfied(at risk)
52306,Male,32,Returning,Business,Business,2625,0,0.0,4,4,1,3,4,3,3,4,3,3,2,3,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,4.65,Dissatisfied(at risk)
52307,Female,33,First-time,Business,Economy,370,0,8.0,2,3,2,3,3,1,4,3,4,4,4,3,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
52308,Male,18,First-time,Business,Economy,651,0,0.0,4,4,5,4,2,2,5,3,5,5,4,5,5,5,Satisfied,Satisfied,99.6,Highly Satisfied
52309,Male,31,Returning,Business,Business,3744,0,10.0,3,3,3,2,3,3,2,3,2,2,3,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.93,Dissatisfied(at risk)
52310,Male,9,Returning,Business,Business,1852,0,0.0,1,1,3,3,1,3,2,2,2,2,4,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,2.61,Dissatisfied(at risk)
52311,Female,43,First-time,Business,Economy,370,0,10.0,3,2,3,2,4,2,3,5,3,3,4,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.37,Dissatisfied(at risk)
52312,Male,18,Returning,Business,Business,3389,35,21.0,4,4,1,3,4,3,3,4,3,3,4,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.19,Dissatisfied(at risk)
52313,Female,52,Returning,Business,Business,370,0,0.0,2,2,4,4,2,4,3,3,4,2,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,28.06,Dissatisfied(at risk)
52314,Female,40,First-time,Business,Business,237,2,2.0,4,4,1,4,4,3,3,5,3,3,4,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,5.08,Dissatisfied(at risk)
52315,Male,37,First-time,Business,Economy,261,0,3.0,0,4,5,4,3,4,2,1,2,2,1,4,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,15.22,Dissatisfied(at risk)
52316,Male,72,Returning,Business,Business,2842,0,5.0,2,2,2,1,2,4,1,4,4,4,4,2,4,4,Satisfied,Satisfied,99.41,Highly Satisfied
52317,Male,35,Returning,Business,Business,1729,0,0.0,2,2,4,2,2,2,3,2,4,1,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,7.75,Dissatisfied(at risk)
52318,Female,35,First-time,Business,Economy,493,4,3.0,1,2,1,2,4,4,5,4,5,5,4,2,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.08,Dissatisfied(at risk)
52319,Female,30,First-time,Business,Business,493,0,0.0,4,4,2,4,1,2,1,2,1,1,2,4,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,3.27,Dissatisfied(at risk)
52320,Female,51,Returning,Business,Business,651,0,0.0,3,5,4,1,5,5,1,5,1,4,5,5,5,5,Satisfied,Satisfied,99.91,Highly Satisfied
52321,Male,25,Returning,Business,Business,3369,0,0.0,1,1,2,2,1,1,2,2,2,2,4,1,2,3,Satisfied,Satisfied,52.45,Neutral
52322,Male,49,Returning,Business,Business,370,10,13.0,4,4,2,3,4,5,3,4,4,1,5,5,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,9.57,Dissatisfied(at risk)
52323,Male,31,Returning,Business,Business,3160,0,5.0,1,1,4,2,1,1,2,3,2,2,1,1,2,2,Satisfied,Satisfied,73.78,Neutral
52324,Male,37,Returning,Business,Business,3414,0,2.0,1,1,1,3,1,5,5,5,1,4,5,1,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
52325,Female,41,Returning,Business,Business,2948,0,0.0,1,2,4,4,1,3,3,3,2,4,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.43,Dissatisfied(at risk)
52326,Male,42,Returning,Business,Business,425,0,0.0,2,2,4,4,2,1,3,1,4,5,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,1.08,Dissatisfied(at risk)
52327,Female,35,Returning,Business,Business,370,23,22.0,3,2,4,3,2,2,3,2,3,4,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,2.81,Dissatisfied(at risk)
52328,Female,56,Returning,Business,Economy,370,0,3.0,1,3,3,3,1,3,2,3,3,3,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,8.07,Dissatisfied(at risk)
52329,Female,57,Returning,Business,Economy,751,0,0.0,3,3,2,3,3,1,4,2,2,4,1,2,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,3.08,Dissatisfied(at risk)
52330,Female,36,Returning,Business,Business,1587,1,0.0,2,2,3,5,2,5,1,5,3,3,5,2,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
52331,Male,49,Returning,Business,Business,3036,0,14.0,5,5,1,4,5,2,3,2,3,5,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52332,Male,39,Returning,Business,Business,451,0,0.0,5,2,5,1,5,5,5,5,1,1,5,5,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
52333,Female,62,Returning,Business,Business,2356,0,0.0,3,3,2,4,3,4,4,4,2,3,4,3,4,4,Satisfied,Satisfied,89.63,Highly Satisfied
52334,Female,31,Returning,Business,Business,451,0,0.0,5,5,3,3,5,3,3,2,3,3,1,5,3,4,Satisfied,Satisfied,99.95,Highly Satisfied
52335,Female,37,First-time,Business,Economy,251,0,0.0,2,3,4,3,3,3,1,1,1,1,4,3,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.29,Dissatisfied(at risk)
52336,Male,80,Returning,Business,Business,3336,56,51.0,3,3,2,3,3,2,4,3,4,4,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.1,Dissatisfied(at risk)
52337,Male,53,Returning,Business,Economy,261,0,1.0,4,4,1,2,4,3,2,3,2,2,1,2,2,1,Neutral or Dissatisfied,Neutral or Dissatisfied,30.13,Dissatisfied(at risk)
52338,Male,26,Returning,Business,Business,1977,66,63.0,5,5,1,3,5,4,3,2,3,3,3,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.46,Dissatisfied(at risk)
52339,Female,39,Returning,Business,Economy,261,0,0.0,1,1,1,4,1,2,4,3,4,4,4,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,29.74,Dissatisfied(at risk)
52340,Female,68,Returning,Business,Business,2923,0,6.0,3,3,3,3,3,2,3,2,2,3,2,4,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.95,Dissatisfied(at risk)
52341,Male,23,First-time,Business,Economy,261,0,1.0,5,0,5,0,3,4,1,4,1,1,5,0,1,1,Satisfied,Satisfied,99.92,Highly Satisfied
52342,Female,33,Returning,Business,Business,1957,0,0.0,2,3,3,3,2,5,1,5,5,1,5,2,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
52343,Female,63,Returning,Business,Economy,451,1,6.0,3,3,2,2,3,4,2,4,5,1,4,4,4,4,Satisfied,Satisfied,88.43,Highly Satisfied
52344,Male,58,Returning,Business,Economy,493,0,0.0,2,2,1,4,2,4,4,1,4,4,5,4,4,1,Satisfied,Satisfied,99.74,Highly Satisfied
52345,Female,64,Returning,Business,Economy,109,33,52.0,2,2,3,3,2,4,5,4,4,5,4,4,4,4,Satisfied,Satisfied,89.08,Highly Satisfied
52346,Male,42,Returning,Business,Economy,370,3,0.0,4,1,4,2,4,1,2,5,2,2,4,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,8.64,Dissatisfied(at risk)
52347,Male,48,Returning,Business,Business,455,0,0.0,2,2,3,2,2,5,3,5,4,1,5,2,5,5,Satisfied,Satisfied,99.84,Highly Satisfied
52348,Female,49,Returning,Business,Economy,451,0,0.0,5,5,2,4,5,5,4,5,1,1,5,5,5,5,Satisfied,Satisfied,99.58,Highly Satisfied
52349,Female,58,Returning,Business,Business,455,6,19.0,1,1,1,4,1,3,4,3,3,1,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.41,Dissatisfied(at risk)
52350,Male,47,Returning,Personal,Economy,493,2,2.0,4,4,4,4,4,5,3,2,2,2,4,4,2,5,Satisfied,Neutral or Dissatisfied,45.28,Dissatisfied(at risk)
52351,Male,46,Returning,Personal,Economy,425,0,0.0,3,4,4,4,3,3,1,5,1,1,3,4,1,4,Satisfied,Neutral or Dissatisfied,42.04,Dissatisfied(at risk)
52352,Male,54,Returning,Personal,Economy,493,0,25.0,5,1,4,1,3,4,3,4,3,3,5,1,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52353,Male,15,Returning,Personal,Economy,455,0,6.0,4,1,3,1,4,5,1,3,1,1,5,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52354,Female,68,Returning,Personal,Economy,370,0,0.0,1,5,3,2,3,4,2,5,1,5,4,5,4,4,Satisfied,Satisfied,99.98,Highly Satisfied
52355,Female,67,Returning,Personal,Economy,370,34,25.0,5,4,4,3,1,5,5,4,2,5,5,4,5,5,Satisfied,Neutral or Dissatisfied,8.81,Dissatisfied(at risk)
52356,Female,8,Returning,Personal,Economy,370,9,7.0,2,3,4,3,3,1,2,3,2,2,4,3,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
52357,Female,63,Returning,Personal,Economy,370,1,0.0,3,2,4,4,1,4,2,2,4,1,4,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.1,Dissatisfied(at risk)
52358,Male,50,Returning,Personal,Economy,451,0,0.0,2,4,4,4,3,1,3,1,3,3,3,4,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,30.3,Dissatisfied(at risk)
52359,Male,62,Returning,Personal,Economy,237,0,0.0,4,2,3,2,3,5,2,3,2,2,4,2,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
52360,Female,41,Returning,Personal,Economy,598,0,0.0,2,3,2,3,3,3,4,2,4,4,3,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.14,Dissatisfied(at risk)
52361,Female,42,Returning,Personal,Economy,651,0,0.0,2,3,2,2,3,1,3,3,1,2,1,3,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
52362,Male,66,Returning,Personal,Economy,493,120,116.0,4,2,5,2,2,4,1,3,1,1,5,2,1,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52363,Female,64,Returning,Personal,Economy,598,0,0.0,5,5,4,4,2,2,4,5,4,3,2,4,2,2,Satisfied,Neutral or Dissatisfied,26.48,Dissatisfied(at risk)
52364,Male,65,Returning,Personal,Economy,261,0,0.0,4,0,3,0,4,2,5,3,5,5,3,1,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52365,Female,48,Returning,Personal,Economy,237,0,0.0,4,4,3,4,4,2,4,4,3,3,2,4,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,28.2,Dissatisfied(at risk)
52366,Male,50,Returning,Personal,Economy,370,0,0.0,3,1,4,1,4,2,5,2,2,2,3,1,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52367,Female,49,Returning,Personal,Economy,261,0,0.0,3,2,5,5,4,1,5,2,3,4,1,2,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
52368,Male,12,Returning,Personal,Economy,451,0,7.0,3,1,4,1,2,2,5,2,5,5,2,1,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52369,Male,55,Returning,Personal,Economy,451,0,0.0,4,4,4,4,3,3,4,3,4,4,5,4,4,4,Satisfied,Satisfied,53.57,Neutral
52370,Female,8,Returning,Personal,Economy,370,1,12.0,3,3,3,3,3,4,1,2,1,1,2,3,1,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
52371,Female,70,Returning,Personal,Economy,451,0,10.0,1,3,3,4,3,3,3,3,4,5,3,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
52372,Male,45,Returning,Personal,Economy,451,6,11.0,4,2,5,2,3,3,5,3,5,5,4,2,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52373,Male,34,Returning,Personal,Economy,651,0,0.0,0,2,5,2,2,4,4,3,2,2,5,2,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52374,Female,49,Returning,Personal,Economy,751,0,0.0,5,4,4,4,1,5,4,4,5,4,5,4,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,23.75,Dissatisfied(at risk)
52375,Female,59,Returning,Personal,Economy,598,0,0.0,0,2,4,4,2,2,4,2,3,3,2,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.53,Dissatisfied(at risk)
52376,Male,47,Returning,Personal,Economy,651,0,0.0,5,3,4,3,1,5,5,4,5,5,3,2,5,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52377,Female,23,Returning,Personal,Economy,237,0,13.0,4,4,4,4,3,4,2,5,4,4,4,4,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,7.66,Dissatisfied(at risk)
52378,Male,14,Returning,Personal,Economy,370,0,0.0,2,1,3,1,2,2,2,4,2,2,3,1,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52379,Male,48,Returning,Personal,Economy,451,0,0.0,3,3,2,3,2,3,5,1,5,5,2,3,5,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
52380,Male,56,Returning,Personal,Economy,493,0,0.0,4,4,3,4,2,4,5,1,5,5,4,4,5,1,Neutral or Dissatisfied,Neutral or Dissatisfied,21.14,Dissatisfied(at risk)
52381,Female,46,Returning,Personal,Economy,455,5,2.0,4,2,5,4,1,3,5,2,4,2,3,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
52382,Female,41,Returning,Personal,Economy,370,0,0.0,5,5,2,5,3,5,1,4,1,1,5,5,1,5,Satisfied,Satisfied,99.99,Highly Satisfied
52383,Male,7,Returning,Personal,Economy,370,1,0.0,1,5,3,5,3,3,3,5,3,3,5,5,3,4,Satisfied,Satisfied,99.99,Highly Satisfied
52384,Male,35,Returning,Personal,Economy,425,0,0.0,4,4,4,4,4,2,5,5,5,5,3,4,5,4,Satisfied,Neutral or Dissatisfied,25.88,Dissatisfied(at risk)
52385,Female,41,Returning,Personal,Economy,261,4,13.0,4,0,5,0,4,3,5,1,3,3,4,3,3,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
52386,Female,15,Returning,Personal,Economy,261,0,0.0,1,3,2,3,1,4,2,4,2,2,2,3,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
52387,Female,21,Returning,Personal,Economy,509,0,0.0,5,3,4,3,1,5,2,3,2,2,4,3,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
52388,Male,23,Returning,Personal,Economy,370,0,2.0,4,3,3,3,3,1,3,5,4,4,3,3,4,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
52389,Female,48,Returning,Personal,Economy,370,0,0.0,2,3,3,3,3,3,4,3,2,5,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
52390,Male,57,Returning,Personal,Economy,370,0,0.0,4,4,5,4,3,4,3,5,3,3,2,3,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.23,Dissatisfied(at risk)
52391,Female,34,Returning,Personal,Economy,451,0,0.0,3,3,5,3,1,5,3,2,3,3,1,3,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
52392,Male,9,Returning,Personal,Economy,370,0,19.0,2,1,4,1,4,3,2,4,2,2,4,1,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52393,Male,8,Returning,Personal,Economy,370,19,12.0,1,4,1,4,3,3,3,3,3,3,4,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
52394,Female,67,Returning,Personal,Economy,370,13,4.0,0,3,3,4,3,5,4,3,3,2,5,2,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
52395,Female,31,Returning,Personal,Economy,261,0,0.0,5,3,4,3,4,3,1,3,1,1,4,3,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
52396,Female,25,Returning,Personal,Economy,425,0,0.0,0,5,5,5,3,3,3,5,3,3,5,2,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52397,Male,19,Returning,Personal,Economy,493,0,0.0,4,4,3,4,3,3,4,3,4,4,4,4,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,36.64,Dissatisfied(at risk)
52398,Male,22,Returning,Personal,Economy,425,0,1.0,4,2,4,2,4,1,3,3,3,3,3,2,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52399,Male,46,Returning,Personal,Economy,355,10,20.0,4,1,4,1,4,3,4,2,4,4,4,1,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
52400,Female,53,Returning,Personal,Economy,425,0,0.0,2,3,2,3,3,4,3,3,1,3,4,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
52401,Female,10,Returning,Personal,Economy,751,57,75.0,5,2,3,2,2,5,1,5,1,1,5,2,1,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
